"",,Hisara Nehri,035011320,,,,0,363,363,,,
"",,Hisara Nehri,035011304,,,,0,107,107,,,
"",Total,,,0,1517,1517,0,3,3,,,
98,"Govt: Primary School, Gul Abad, Tangi,Polling Station No.II",Hisara Nehri,035011305,,,,0,257,257,0,3,3
"",(Female),Hisara Nehri,035011321,,,,0,265,265,,,
"",,Hisara Nehri,035011306,,,,0,139,139,,,
"",,Hisara Nehri,035011307,,,,0,328,328,,,
"",,Hisara Nehri,035011308,,,,0,353,353,,,
"",,Hisara Nehri,035011309,,,,0,254,254,,,
"",Total,,,0,1596,1596,0,3,3,,,
99,"Govt: Girls Primary School, Wazir Killi,",Hisara Nehri,035011310,,,,0,658,658,0,3,3
"",(Female),Hisara Nehri,035011311,,,,0,501,501,,,
"",,Hisara Nehri,035011312,,,,0,163,163,,,
"",,Hisara Nehri,035011322,,,,0,179,179,,,
"",,Hisara Nehri,035011313,,,,0,278,278,,,
"",Total,,,0,1779,1779,0,3,3,,,
100,Govt: Girls Primary School Sogai (Male),Hisara Nehri,035011312,,,,266,0,266,,,
"",,Hisara Nehri,035011313,,,,444,0,444,,,
