"",1,2,3,4,5,6,7,8,9,10,11,12,13,
93,289,Government Boys Primary School Chak No.193 Ameer Wala,,,,,,,,1,1,2,Combined
"",,,,,-,-,401,262,663,,,,
"",,,CHAK NO.195/JB,256040804,-,-,679,556,1235,,,,
93,290,Government  Boys High School Chak No.195,,,,,,,,1,1,2,Combined
"",,,,,-,-,679,556,1235,,,,
"",,,CHAK NO.195/JB,256040805,-,-,278,233,511,,,,
93,291,Government Girls Elementary School Chak No.195,CHAK NO.195/JB,256040806,-,-,99,73,172,1,1,2,Combined
"",,,,,-,-,377,306,683,,,,
"",,,CHAK NO.196/JB,256040807,-,-,326,238,564,,,,
"",,,CHAK NO.196/JB,256040808,-,-,136,127,263,,,,
93,292,Government Girls Primary School Chak No.196 (Jewanka),,,,,,,,2,1,3,Combined
"",,,CHAK NO.196/JB,256040809,-,-,223,188,411,,,,
"",,,,,-,-,685,553,1238,,,,
"",,,CHAK NO.227/JB 256040901,-,,-,496,0,496,,,,
93,293,Government Boys Primary School  Chak No.227,CHAK NO.227/JB 256040902,-,,-,598,0,598,2,0,2,Male
"",,,,-,,-,1094,0,1094,,,,
"",,,CHAK NO.226/JB 256040903,-,,-,926,0,926,,,,
93,294,Government Girls Primary School Chak No.226,,,,,,,,2,0,2,Male
"",,,,-,,-,926,0,926,,,,
"",,,CHAK NO.227/JB 256040901,-,,-,0,343,343,,,,
93,295,Government Girls Primary School Chak No.227,CHAK NO.227/JB 256040902,-,,-,0,416,416,0,2,2,Female
"",,,,-,,-,0,759,759,,,,
"",,,CHAK NO.226/JB 256040903,-,,-,0,724,724,,,,
93,296,Government Boys Primary School Chak No.226,,,,,,,,0,2,2,Combined
"",,,,-,,-,0,724,724,,,,
"",,,CHAK NO.223/JB 256040904,-,,-,513,452,965,,,,
96,297,Government Girls Primary School Chak No.223 North,,,,,,,,1,1,2,Combined
"",,,,-,,-,513,452,965,,,,
"",,,CHAK NO.223/JB 256040905,-,,-,327,254,581,,,,
96,298,Government Boys High School Chak No.223,CHAK NO.223/JB 256040907,-,,-,399,294,693,2,1,3,Combined
"",,,,-,,-,726,548,1274,,,,
"",,,CHAK NO.223/JB 256040906,-,,-,585,555,1140,,,,
96,299,Government Boys High School Chak No.223,,,,,,,,1,2,3,Combined
"",,,,-,,-,585,555,1140,,,,
"",,,CHAK NO.186/JB 256041001,-,,-,659,524,1183,,,,
96,300,Government Boys Primary School Chak 186,,,,,,,,2,1,3,Combined
"",,,,-,,-,659,524,1183,,,,
"",,,CHAK NO.238/JB 256041002,-,,-,246,187,433,,,,
"",,,CHAK NO.238/JB 256041003,-,,-,431,390,821,,,,
96,301,Government Girls Primary School Chak 238 Bahler Wali,CHAK NO.238/JB 256041004,-,,-,111,78,189,2,2,4,Combined
"",,,CHAK NO.238/JB 256041005,-,,-,239,185,424,,,,
"",,,,-,,-,1027,840,1867,,,,
"",,,CHAK NO.240/JB 256041006,-,,-,47,9,56,,,,
"",,,CHAK NO.240/JB 256041012,-,,-,45,57,102,,,,
"",,,CHAK NO.240/JB 256041013,-,,-,59,40,99,,,,
96,302,Government Boys Elementary School Chak 240 Handlana,,,,,,,,2,2,4,Combined
"",,,CHAK NO.240/JB 256041007,-,,-,613,510,1123,,,,
"",,,CHAK NO.240/JB 256041008,-,,-,224,160,384,,,,
"",,,,-,,-,988,776,1764,,,,
"",,,CHAK NO.240/JB 256041010,-,,-,430,348,778,,,,
96,303,Government Girls High School Chak 240  Malaka,,,,,,,,1,1,2,Combined
"",,,,-,,-,430,348,778,,,,
"",,,CHAK NO.240/JB 256041009,-,,-,189,140,329,,,,
"",,,CHAK NO.240/JB 256041011,-,,-,340,273,613,,,,
96,304,Government Girls High School Chak 240  Malaka,,,,,,,,1,1,2,Combined
"",,,CHAK NO.240/JB 256041014,-,,-,50,63,113,,,,
"",,,,-,,-,579,476,1055,,,,
"",,,- -,Mohallah Mandi Bhowana,,256050101,961,0,961,,,,
"",,,,Mohallah Tufail pura,,,,,,,,,
"",,Union Council No. 23 Office Bhowana,- -,,,256050102,331,0,331,,,,
96,305,,,Bhowana,,,,,,4,0,4,Male
"",,,- -,Mohallah Azizabad Bhowana,,256050106,482,0,482,,,,
"",,,- -,,,,1774,0,1774,,,,
"",,,- -,Mohallah Mandi Bhowana,,256050101,0,756,756,,,,
"",,,,Mohallah Tufail pura,,,,,,,,,
"",,,- -,,,256050102,0,296,296,,,,
96,306,Government Girls Higher Secondry School Bhowana,,Bhowana,,,,,,0,4,4,Female
"",,,- -,Mohallah Azizabad Bhowana,,256050106,0,410,410,,,,
"",,,- -,,,,0,1462,1462,,,,
"",,,,Mohallah Hasnainabad,,,,,,,,,
"",,,- -,,,256050103,1375,0,1375,,,,
"",,,,Bhowana,,,,,,,,,
"",,,,Mustafa Model Scholl,,,,,,,,,
"",,,- -,,,256050104,227,0,227,,,,
Bhowana96,307,Government Boys Primary School No. 1  Bhowana,,,,,,,,4,0,4,Male
"",,,- -,Mohallah Sheikhan Bhowana,,256050105,373,0,373,,,,
"",,,- -,Mohallah Sadat Bhowana,,256050201,338,0,338,,,,
"",,,- -,,,,2313,0,2313,,,,
"",,,,Mohallah Hasnainabad,,,,,,,,,
"",,,- -,,,256050103,0,1158,1158,,,,
"",,,,Bhowana,,,,,,,,,
"",,,,Mustafa Model Scholl,,,,,,,,,
"",,,- -,,,256050104,0,223,223,,,,
Bhowana96,308,Government Girls Higher Secondry School Bhowana,,,,,,,,0,4,4,Female
"",,,- -,Mohallah Sheikhan Bhowana,,256050105,0,323,323,,,,
"",,,-,-,Mohallah Sadat Bhowana,256050201,0,306,306,,,,
"",,,-,-,,,0,2010,2010,,,,
"",,,,,Mohallah Khawajabad,,,,,,,,
"",,,-,-,,256050107,455,0,455,,,,
"",,,,,Bhowana,,,,,,,,
"",,,,,Mohallah Khawajabad,,,,,,,,
"",,,-,-,,256050108,423,0,423,,,,
"",,,,,Bhowana,,,,,,,,
"",,,,,Mohallah Saeedabad,,,,,,,,
"",,,-,-,,256050203,550,0,550,,,,
96,309,Deputy DEO (Female) Office Bhowana,,,Bhowana,,,,,4,0,4,Male
"",,,-,-,Mohallha Irshad Bhowana,256050205,198,0,198,,,,
"",,,-,-,Mohallha Irshad Bhowana,256050208,210,0,210,,,,
"",,,-,-,,,1836,0,1836,,,,
"",,,,,Mohallah Khawajabad,,,,,,,,
"",,,-,-,,256050107,0,353,353,,,,
"",,,,,Bhowana,,,,,,,,
"",,,,,Mohallah Khawajabad,,,,,,,,
"",,,-,-,,256050108,0,376,376,,,,
"",,,,,Bhowana,,,,,,,,
"",,,,,Mohallah Saeedabad,,,,,,,,
"",,,-,-,,256050203,0,453,453,,,,
96,310,Government Girls Higher Secondry School Bhowana (Middle Portion),,,Bhowana,,,,,0,4,4,Female
"",,,-,-,Mohallha Irshad Bhowana,256050205,0,178,178,,,,
"",,,-,-,Mohallha Irshad Bhowana,256050208,0,188,188,,,,
"",,,-,-,,,0,1548,1548,,,,
"",,,-,-,KOT NIJABAT,256050109,282,242,524,,,,
96,311,Government Girls Primary School Kot Najabat,,,,,,,,1,1,2,Combined
"",,,-,-,,,282,242,524,,,,
"",,,-,-,Thatha SIRNANGA,256050110,380,294,674,,,,
96,312,Government Boys Primary School Saghre Wala Thatha Sar Nanga,,,,,,,,1,1,2,Combined
"",,,-,-,,,380,294,674,,,,
"",,,-,-,Bhowana rurel,256050206,556,563,1119,,,,
96,313,Government Boys Primary School Siddiqia Coloney,,,,,,,,1,2,3,Combined
"",,,-,-,,,556,563,1119,,,,
"",,,-,-,Masjid Rabbani Bhowana,256050202,367,0,367,,,,
96,314,Office Municipal Committee Bhowan,-,-,Mohallah Tainki  Bhowana,256050204,410,0,410,2,0,2,Male
"",,,-,-,,,777,0,777,,,,
"",,,,,Mohallah Tanveerabad,,,,,,,,
"",,,-,-,,256050207,951,0,951,,,,
"",,,,,Bhowana,,,,,,,,
96,315,Office Municipal Committee Bhowan,,,Mohallah Tanveerabad,,,,,3,0,3,Male
"",,,-,-,,256050209,498,0,498,,,,
"",,,,,Bhowana,,,,,,,,
"",,,-,-,,,1449,0,1449,,,,
"",,,-,-,Masjid Rabbani Bhowana,256050202,0,337,337,,,,
"",,,-,-,Mohallah Tainki  Bhowana,256050204,0,389,389,,,,
"",,,,,Mohallah Tanveerabad,,,,,,,,
96,316,Government Boys Primary School No. 2 Bhowana,-,-,,256050207,0,733,733,0,4,4,Female
"",,,,,Bhowana,,,,,,,,
"",,,,,Mohallah Tanveerabad,,,,,,,,
"",,,-,-,,256050209,0,337,337,,,,
"",,,,,Bhowana,,,,,,,,
"",,,-,-,,,0,1796,1796,,,,
"",,Total,,,,,,,,472,441,913,
