"","Polling Station",Polling Station Name,Electoral Area,Block Code,"Male Voters","Female Voters","Total Voters",Male Booths,Female Booths,Total Booths,Booth Type
"",153,"Govt Boys Middle School5/8-AR",Chak No-5/8-AR,222051203,147,115,262,1,1,2,Combined
"",,,Chak No5/8-AR,222051201,347,258,605,,,,
"",154,"Govt Boys High School6/8-A.R.(Ist Portion)",Chak No-6/8-AR,222051205,86,0,86,4,0,4,Male
"",,,Chak No-6/8.A.R.,222051206,539,0,539,,,,
"",,,Chak No-6/8.A.R.,222051208,192,0,192,,,,
"",,,Chak No-6/8.A.R.,222051209,4,0,4,,,,
"",,,Chak No-6/8.A.R.,222051204,603,0,603,,,,
"",,,Chak No-6/8.A.R.,222051207,489,0,489,,,,
"",155,"Govt Boys High School6/8-A.R.(IInd Portion)",Chak No-6/8.A.R.,222051204,0,461,461,0,4,4,Female
"",,,Chak No-6/8.A.R.,222051205,0,63,63,,,,
"",,,Chak No-6/8.A.R.,222051206,0,387,387,,,,
"",,,Chak No-6/8.A.R.,222051207,0,380,380,,,,
"",,,Chak No-6/8.A.R.,222051208,0,119,119,,,,
"",,,Chak No-6/8.A.R.,222051209,0,1,1,,,,
"",156,"Govt.Boys Middle School7/8-A-R",Chak No7/8-AR,222051101,283,0,283,4,0,4,Male
Chak No7/8-AR,222051102,234,0,234,,,,,,,
Chak No7/8-AR,222051103,24,0,24,,,,,,,
Chak No7/8-AR,222051104,413,0,413,,,,,,,
Chak No7/8-AR,222051105,599,0,599,,,,,,,
Chak No7/8-AR,222051106,257,0,257,,,,,,,
157,"Govt.Girls Middle School7/8-A-R",Chak No7/8-AR,222051102,0,156,156,0,4,4,Female
"",,Chak No7/8-AR,222051103,0,14,14,,,,
"",,Chak No7/8-AR,222051104,0,318,318,,,,
"",,Chak No7/8-AR,222051105,0,436,436,,,,
"",,Chak No7/8-AR,222051106,0,176,176,,,,
158,"Govt Boys Primary School9/8-Ar (Ist Portion)",Chak No-8/9/8-AR,222051107,499,397,896,2,1,3,Combined
"",,Chak No-8/9/8-AR,222051108,300,245,545,,,,
159,"Govt Boys Primary School9/8-Ar (Ist Portion)",Chak No8/9/8-AR,222051109,522,476,998,1,1,2,Combined
"",,Chak No8/9/8-AR,222051110,522,476,998,,,,
160,"Govt Girls Primary School16/8.R",Chak No-16/8-R,222051401,312,181,493,2,1,3,Combined
"",,Chak No-16/8-R,222051402,392,275,667,,,,
161,"Govt Boys Primary School8/8-R",Chak No.8/8-R,222051404,686,470,1156,2,2,4,Combined
"",,Bora Koutla,222051303,234,134,368,,,,
162,"Govt Boys Primary School1/8.AR",Jaisa Kalra,222051304,120,48,168,1,1,2,Combined
"",,Chak No9/8-R,222051305,306,212,518,,,,
163,"Govt Boys Primary School1/8.AR",Chak No.1/8-A-R,222051403,397,258,655,1,1,2,Combined
164,"Govt Boys High School17/8_R",Chak No17/8-R,222051301,499,423,922,2,1,3,Combined
"",,Chak No17/8-R,222051302,231,154,385,,,,
165,"Govt Boys Primary SchoolBaghdad Sharif",Baghdad Sharif,222051803,286,0,286,3,0,3,Male
"",,Baghdad Sharif,222051809,286,0,286,,,,
"",,Baghdad Sharif,222051804,313,0,313,,,,
"",,Baghdad Sharif,222051805,560,0,560,,,,
"",,Baghdad Sharif,222051810,560,0,560,,,,
166,"Govt Girls Primary SchoolBaghdad Sharif",Baghdad Sharif,222051803,0,184,184,0,2,2,Female
"",,Baghdad Sharif,222051809,0,184,184,,,,
"",,Baghdad Sharif,222051804,0,211,211,,,,
"",,Baghdad Sharif,222051805,0,412,412,,,,
"",,Baghdad Sharif,222051810,0,412,412,,,,
167,"Govt Boys High SchoolBhusi Pindi",Jungle Bosi Pindee,222051903,483,285,768,2,1,3,Combined
"",,Jungle Bosi Pindee,222051904,278,174,452,,,,
168,"Govt Boys High SchoolBhusi Pindi",Jungle Bosi Pindee,222051905,325,191,516,1,1,2,Combined
"",,Ladhee,222051906,244,173,417,,,,
169,"Govt Boys Primary School9-A/8-R",Chak No-9-A/8-R,222051901,342,261,603,2,1,3,Combined
"",,Chak No-9-/8-R,222051902,534,359,893,,,,
170,"Govt Boys High School, 9-B/8-R",Chak No-9-B/8-R,222051911,587,414,1001,2,1,3,Combined
"",,Chak No-9-B/8-R,222051912,274,195,469,,,,
171,"Govt Boys Primary SchoolBasti Dangra",Dangra,222051909,223,139,362,1,1,2,Combined
Dangra,222051910,332,204,536,,,,,,
Dangra,222051907,327,231,558,,,,,,
"PollingStationSerial No",Polling Station Name,"MaleFemaleTotalElectoral AreaBlock CodeVotersVotersVoters",Male Booths,FemaleBooths,Total Booths,Booth Type,,,,
1,"Govt.Girls Degree CollageTulamba Road MianChanuu (Ist Portion)",Ali Town,222060302,380,0,380,2,0,2,Male
"",,Shamali  Basti -D.S.P.,222060303,472,0,472,,,,
"",,D.S.P.,222060304,254,0,254,,,,
2,"Govt. Middle CentreSchool  Main ChanuuMiddle Block",Faisal Town /Man Chock,222060401,369,0,369,2,0,2,Male
Fasial .Town .Chok Loharan,222060402,468,0,468,,,,,,
Fasial .Town Ameen Town,222060403,362,0,362,,,,,,
Ali Town,222060302,0,317,317,,,,,,
"",3,"Tulamba Road MianChanuu (IInd Portion)",Shamali Basti -D.S.P.,222060303,0,369,369,0,3,3,Female
"",,,D.S.P.,222060304,0,250,250,,,,
"",,,Faisal Town /Man Chock,222060401,0,332,332,,,,
"",4,"Govt.Girls Middle CentreSchool MianchannuMiddle Portion",Abdullah Town,222060301,0,385,385,0,4,4,Female
"",,,Farooq Ghang,222060501,0,460,460,,,,
"",,,Fazal Colony,222060502,0,529,529,,,,
"",,,Fazal Colony,222060506,0,529,529,,,,
"",5,"Govt.M.C Boys PriamrySchool Mian Chanuu( )",Faisal Town Chock Loharala,222060402,0,404,404,0,4,4,Female
"",,,Faisal Town Ameeen Town,222060403,0,347,347,,,,
"",,,Fasil Town Mane Chock,222060404,0,391,391,,,,
"",,,Fasil Town Ghagarga Gar,222060405,0,284,284,,,,
"",6,"Govt.Boys Model HighSchool East BlockMianchannu",Faisal Town  Mane Chock,222060404,422,0,422,4,0,4,Male
"",,,Fazal Colony,222060502,588,0,588,,,,
"",,,Fazal Colony,222060506,588,0,588,,,,
"",,,Fasial Town Ghagarga Gar,222060405,289,0,289,,,,
"",,,Faqoor Gang,222060501,567,0,567,,,,
"",7,"Govt Girls High  SchoolEast Block Mianchannu",Hassnain Town Javed Town,222060505,0,251,251,0,2,2,Female
"",,,Ilam din Colony,222060601,0,276,276,,,,
"",,,Mushtaq Colony,222060602,0,420,420,,,,
"",8,"Govt. Boys No 4 MiddleSchool Mianchnnu",Hasnan Town Javed Town,222060505,290,0,290,2,0,2,Male
"",,,Iam Din Colony,222060601,309,0,309,,,,
"",,,Mustaq Colony,222060602,442,0,442,,,,
"",9,"Govt.Boys Model HighSchool Main BuildingMian chanuu",Mehboob Colony,222060503,425,0,425,2,0,2,Male
"",,,Hassnain Abad,222060504,354,0,354,,,,
"",,,"Kachi Abady T.M.A. ModelGirls Boys  School",222070104,276,0,276,,,,
"",10,"Govt Girls MC CentreMiddle SchoolMianchannu",Mehboob Colony,222060503,0,363,363,0,2,2,Female
"",,,Hassnain Abad,222060504,0,318,318,,,,
"",,,"Kachi Abady T.M.A. ModelGirls Boys  School",222070104,0,206,206,,,,
"",11,"Govt.M.C Boys PrimarySchool Latif Garden(Sadiq Colony)Mianchannu","Bora road Shamas PuraAbak Road",222070101,616,0,616,4,0,4,Male
"",,,"Mohala Shamas Pura Allahdatta Collony",222070102,498,0,498,,,,
"",,,Sadiq Colony,222070103,587,0,587,,,,
"",,,Sadiq Colony,222070105,587,0,587,,,,
"",12,"Govt Girls Primary School125/15-L Bagh Wali(Bura Road)","Bora road Shamas PuraAbak Road",222070101,0,505,505,0,4,4,Female
"",,,"Mohala Shamas Pura Allahdatta Collony",222070102,0,429,429,,,,
"",,,Sadiq Colony,222070103,0,467,467,,,,
"",,,Sadiq Colony,222070105,0,467,467,,,,
"",13,"Govt Mueen -ul- IslamHigh School Mianchnnu",Mohala Islamabad,222070201,500,0,500,3,0,3,Male
"",,,Eid Gah,222070203,318,0,318,,,,
"",,,Eid Gah Mueen-ul-Islam,222070204,374,0,374,,,,
"",14,"Govt Mueen -ul- IslamHigh School Mianchnnu",Madina Town,222070202,937,0,937,3,0,3,Male
"",,,Madina Town,222070206,937,0,937,,,,
"",15,"Govt M.C Girls MiddleSchool Railway Colony",Madina Town,222070202,0,752,752,0,2,2,Female
Madina Town,222070206,0,752,752,,,,,,,
Mohala Islamabad,222070201,0,447,447,,,,,,,
"",,Mianchannu,Eid Gah Mueen-ul-Islam,222070204,0,287,287,,,,
"",17,"Govt Mueen -ul- IslamHigh School MianchnnuScience Block",Itefaq Town,222070205,295,0,295,3,0,3,Male
"",,,Khursheed Town,222070301,250,0,250,,,,
"",,,"M.C.School , 5",222070302,396,0,396,,,,
"",,,Mohallah Rahmina 0/2,222070303,270,0,270,,,,
"",18,"Govt Mueen -ul- IslamHigh School Mianchnnu QBlock",Mohallah Rehmania 3/4,222070304,382,0,382,4,0,4,Male
"",,,"Ralway Phattik Mahar abadKachi Abady",222070305,522,0,522,,,,
"",,,"Ralway Phattik Mahar abadKachi Abady",222070306,522,0,522,,,,
"",,,Mohallah Rahmina  5/6,222070401,632,0,632,,,,
"",,,Mohallah Rahmina  7/8,222070402,449,0,449,,,,
"",19,"Govt Mueen -ul- IslamHigh School MianchnnuMain Bridge",Itefaq Town,222070205,0,262,262,0,3,3,Female
"",,,Khursheed Town,222070301,0,204,204,,,,
"",,,"M.C.School , 5",222070302,0,322,322,,,,
"",,,Mohallah Rahmina 0/2,222070303,0,205,205,,,,
"",20,"Govt.MC Girls MiddleSchool Eid Gah MiddlePortion  Mianchannu",Mohallah Rehmania 3/4,222070304,0,301,301,0,3,3,Female
"",,,"Ralway Phattik Mahar abadKachi Abady",222070305,0,427,427,,,,
"",,,"Ralway Phattik Mahar abadKachi Abady",222070306,0,427,427,,,,
"",,,Mohallah Rahmina  5/6,222070401,0,495,495,,,,
"",21,"Govt.MC Girls MiddleSchool Eid Gah MiddlePortion  Mianchannu",Mohallah Rahmina  7/8,222070402,0,356,356,0,2,2,Female
"",22,"Office of the Govt.FoodGreen Bodla Road MainChanuu",Mohallah Rehmania  9/10,222070403,488,0,488,4,0,4,Male
"",,,Mohallah Rehmania  11/13,222070404,347,0,347,,,,
"",,,"Moti Plaza L,Mindi",222070504,665,0,665,,,,
"",,,Narsry Ghani Colony,222070505,413,0,413,,,,
"",23,"Govt.M.C Primary School-5 Chup Shah Bodla RoadMian Chanuu",Mohallah Rehmania  9/10,222070403,0,425,425,0,3,3,Female
"",,,Mohallah Rehmania  11/13,222070404,0,265,265,,,,
"",,,"Moti Plaza L,Mindi",222070504,0,574,574,,,,
"",,,Narsry Ghani Colony,222070505,0,327,327,,,,
"",24,"Office of MarketCommittee Ghalla MandiRoad Main Chanuu.",Sabzee Mindi K.B Wal,222070506,598,0,598,2,0,2,Male
"",25,"Govt.M.C. Girls PrimarySchool Saud Abad NewPortion No.1",Khri Sultan Colony,222060101,580,0,580,4,0,4,Male
"",,,Sauda Abad,222060102,874,0,874,,,,
"",,,Sauda Abad,222060106,874,0,874,,,,
"",,,Basti Mussan,222060103,429,0,429,,,,
"",,,Fateh Din Colony,222060104,629,0,629,,,,
"",,,Fateh Din Colony,222060107,629,0,629,,,,
"",26,"Govt.M.C. Boys PrimarySchool Saud Abad OldPortion No.2",Khri Sultan Colony,222060101,0,453,453,0,2,2,Female
"",,,Sauda Abad,222060102,0,725,725,,,,
"",,,Sauda Abad,222060106,0,725,725,,,,
"",27,"Govt.M.C. Boys PrimarySchool Saud Abad OldPortion No.2",Basti Mussan,222060103,0,344,344,0,2,2,Female
"",,,Fateh Din Colony,222060104,0,531,531,,,,
"",,,Fateh Din Colony,222060107,0,531,531,,,,
"",28,"Govt.Girls High SchoolSaud Abad New Building",Fakar Town F.Colony,222060105,1221,0,1221,4,0,4,Male
Fakar Town F.Colony,222060108,1221,0,1221,,,,,,,
"",29,"Saud Abad New Building131c",Junaih Town C. Park,222060209,916,0,916,3,0,3,Male
"",,,Junaih Town C. Park,222060210,916,0,916,,,,
"",30,"Govt.Girls High SchoolSaud Abad New Building",Juttla Town,222060201,579,0,579,4,0,4,Male
"",,,Juttla Town,222060207,579,0,579,,,,
"",,,Junaih Town,222060202,822,0,822,,,,
"",,,Junaih Town,222060208,822,0,822,,,,
"",31,"Govt.Girls High SchoolSaud Abad (Old Building)",Juttla Town,222060201,0,453,453,0,2,2,Female
"",,,Juttla Town,222060207,0,453,453,,,,
"",,,Junaih Town,222060202,0,714,714,,,,
"",,,Junaih Town,222060208,0,714,714,,,,
"",32,"Govt.Girls High SchoolSaud Abad (Old Building)",Fakar Town F.Colony,222060105,0,986,986,0,3,3,Female
"",,,Fakar Town F.Colony,222060108,0,986,986,,,,
"",33,"Govt.Girls High SchoolSaud Abad (Old Building)",Junaih Town C. Park,222060203,0,788,788,0,2,2,Female
"",,,Junaih Town C. Park,222060209,0,788,788,,,,
"",,,Junaih Town C. Park,222060210,0,788,788,,,,
"",34,"Govt.Muslim Union HighSchool East Portion MainChnuu.","Sami Road Botha BuldingBlock.11,12,13",222070501,0,680,680,0,4,4,Female
"",,,NavabColony,222070502,0,571,571,,,,
"",,,"Jamal Chock C.ColonyBlock,13",222070503,0,329,329,,,,
"",,,Sabzee Mindi KB.W,222070506,0,489,489,,,,
"",35,"Office of the DeputyDistrict Education officer(Women)",NavabColony,222070502,608,0,608,4,0,4,Male
"",,,Jamal Chock C.Colony,222070503,378,0,378,,,,
"",,,Sami Road,222070501,825,0,825,,,,
"",36,"Govt Boys DegreeeCollage Library PortionMianchannu",Alahi Buksh Colony,222060204,446,0,446,4,0,4,Male
"",,,Alahi Buksh Colony,222060211,446,0,446,,,,
"",,,Basmiallah Town,222060205,411,0,411,,,,
"",,,Basmiallah Town,222060212,411,0,411,,,,
"",,,Taj Town,222060206,244,0,244,,,,
"",,,Abdullah Town,222060301,468,0,468,,,,
"",37,"Govt Boys DegreeeCollage East Portion",Gariba abad Faiz Abad,222060603,447,0,447,2,0,2,Male
"",,,Milad Chock,222060604,366,0,366,,,,
"",38,"Govt Boys DegreeeCollage West   PortionMianchannu","Muslam Leage House AlflaBank",222070601,596,0,596,4,0,4,Male
"",,,"Nastar Road Liquat RoadG.T.Road",222070602,551,0,551,,,,
"",,,Markazi Jama M.Post Bazar,222070603,392,0,392,,,,
"",39,"Govt Boys DegreeeCollage Science BlockMianchannu","Muslam Leage House AlflaBank",222070601,0,481,481,0,3,3,Female
"",,,"Nastar Road Liquat RoadG.T.Road",222070602,0,494,494,,,,
"",,,Markazi Jama M.Post Bazar,222070603,0,349,349,,,,
"",40,"Gove M.C.Middle SchoolNo.4,Middle",Gariba abad Faiz Abad,222060603,0,418,418,0,2,2,Female
"",,,Milad Chock,222060604,0,342,342,,,,
"",41,"Govt.Muslim Union highSchool (West Portion)",Alhi Buksh Colony,222060204,0,404,404,0,2,2,Female
Alhi Buksh Colony,222060211,0,404,404,,,,,,,
Bismila Town,222060205,0,342,342,,,,,,,
Bismila Town,222060212,0,342,342,,,,,,,
Taj Town,222060206,0,212,212,,,,,,,
Chak No112/15-L,222020417,423,299,722,,,,,,,
"",42,"Govt Boys Primary School112 /15-L",Chak No112/15-L,222020425,423,299,722,2,1,3,Combined
"",,,Chak No112/15-L,222020426,423,299,722,,,,
"",,,Chak No112/15-L,222020418,116,72,188,,,,
"",,,Chak No112/15-L,222020419,65,42,107,,,,
"",,,Chak No112/15-L,222020420,70,40,110,,,,
"",43,"Govt Boys Primary School112 /15-L",Chak No112/15-L,222020416,669,540,1209,1,1,2,Combined
"",44,"Govt.Girls High SchoolAnwar Colony Near BahuMils 125/15-L",Chak No.125/15-L,222020403,506,380,886,1,1,2,Combined
"",45,"Govt.Girls High SchoolAnwar Colony Near Bahu",Chak No.125/15-L,222020401,579,458,1037,1,1,2,Combined
"",,,Chak No.125/15-L,222020402,579,458,1037,,,,
"",46,"Govt Boys High School125 /15-L (west portion)",Chak No.125/15-L,222020404,790,0,790,2,0,2,Male
"",,,Chak No.125/15-L,222020421,790,0,790,,,,
"",47,"Govt Boys High School125 /15-L (west portion)",Chak No.125/15-L,222020405,903,0,903,3,0,3,Male
"",,,Chak No.125/15-L,222020406,903,0,903,,,,
"",48,"Govt Girls High School125 /15-L (High Portion)",Chak No.125/15-L,222020404,0,643,643,0,4,4,Female
"",,,Chak No.125/15-L,222020421,0,643,643,,,,
"",,,Chak No.125/15-L,222020405,0,721,721,,,,
"",,,Chak No.125/15-L,222020406,0,721,721,,,,
"",49,"Govt Boys High  School125 /15-L (Middle",Chak No.125/15-L,222020407,365,277,642,1,1,2,Combined
"",,,Chak No.125/15-L,222020422,365,277,642,,,,
"",50,"Govt Boys High  School125 /15-L (Middle",Chak No.125/15-L,222020408,660,523,1183,1,1,2,Combined
"",,,Chak No.125/15-L,222020423,660,523,1183,,,,
"",51,"Govt Boys High  School125 /15-L (high Portion)",Chak No.125/15-L,222020409,653,0,653,3,0,3,Male
"",,,Chak No.125/15-L,222020410,653,0,653,,,,
"",,,Chak No.125/15-L,222020411,454,0,454,,,,
"",52,"Govt.Girls High School125/15-L (PrimaryPortion)",Chak No.125/15-L,222020409,0,525,525,0,3,3,Female
"",,,Chak No.125/15-L,222020410,0,525,525,,,,
"",,,Chak No.125/15-L,222020411,0,343,343,,,,
"",53,125/15-L South Portion,Chak No.125/15-L,222020412,234,172,406,2,1,3,Combined
"",,,Chak No.125/15-L,222020415,509,380,889,,,,
"",54,"Govt.Boys High School125/15-L South Portion",Chak No.125/15-L,222020413,322,218,540,1,1,2,Combined
"",,,Chak No.125/15-L,222020414,299,243,542,,,,
"",55,"Govt.Boys Middle School47/15-L Jrala Wala.",Chak No.47/15-L,222020302,476,418,894,1,1,2,Combined
"",56,"Govt.Boys Middle School47/15-L Jrala Wala.",Chak No.47/15-L,222020301,505,458,963,1,1,2,Combined
"",57,"Govt.Boys Middle School47/15-Fojian Wala.",Chak No.47/15-L,222020303,416,288,704,1,1,2,Combined
"",58,"Govt Boys Primary School45 /15-L",Chak No.45/15-L,222020201,37,25,62,2,1,3,Combined
"",,,Chak No.45/15-L,222020202,322,240,562,,,,
"",,,Chak No.45/15-L,222020203,343,245,588,,,,
"",59,"Govt Girls High School  45/15-L",Chak No.45/15-L,222020204,817,576,1393,2,1,3,Combined
Chak No.45/15-L,222020205,817,576,1393,,,,,,,
Chak No.45/15-L,222020206,124,79,203,,,,,,,
Chak No46/15-L,222020304,887,649,1536,,,,,,,
"",61,"Govt Girls Middle School46 /15-L",Chak No46/15-L,222020305,602,461,1063,1,1,2,Combined
"",62,"Govt Girls  Primary School126 /15-L  No-3Community",Chak No.126/15-L.,222020208,549,379,928,1,1,2,Combined
"",63,"Govt Girls Primary School126 /15-L(chobraywali)",Chak No.126/15-L.,222020212,844,720,1564,2,2,4,Combined
"",,,Chak No.126/15-L.,222020213,844,720,1564,,,,
"",64,"Govt Boys Primary School126/15-L(Pull Wali)",Chak No126/15-L.,222020207,141,114,255,1,1,2,Combined
"",,,Chak No126/15-L.,222020209,387,303,690,,,,
"",65,"Govt Boys Primary School126/15-L(Pull Wali)",Chak No126/15-L.,222020210,255,239,494,1,1,2,Combined
"",,,Chak No126/15-L.,222020211,281,192,473,,,,
"",66,"Govt Boys Primary School126 /15-L (Pull Wali) No-3",Chak No126/15-L.,222020216,394,309,703,1,1,2,Combined
"",67,"Govt Boys Primary School126 /15-L (Pull Wali) No-3",Chak No126/15-L.,222020214,219,184,403,1,1,2,Combined
"",,,Chak No126/15-L.,222020215,78,55,133,,,,
"",,,Chak No126/15-L.,222020217,235,179,414,,,,
"",,,Chak No126/15-L.,222020218,235,179,414,,,,
"",68,"Govt Boys Primary School121 /15-L",Chak No121/15-L.,222020501,384,348,732,1,1,2,Combined
"",,,Chak No121/15-L.,222020514,384,348,732,,,,
"",69,"Govt Boys Middle School120 /15-L",Chak No.120/15-L,222020503,363,303,666,1,1,2,Combined
"",,,Chak No.120/15-L,222020504,244,209,453,,,,
"",70,"Govt Boys Middle School120 /15-L",Chak No.120/15-L,222020502,722,662,1384,2,1,3,Combined
"",71,"Govt Girls Primary SchoolChak No120 /15-L",Chak No120/15-L,222020505,852,715,1567,2,2,4,Combined
"",72,"Govt Girls Primary SchoolChak No120 /15-L",Chak No.120/15-L,222020506,225,183,408,1,1,2,Combined
"",,,Chak No.120/15-L,222020507,256,227,483,,,,
"",,,Chak No.120/15-L,222020508,256,227,483,,,,
"",73,"Govt Boys High School119 /15-L",Chak No-119 /15-L,222020509,988,0,988,3,0,3,Male
"",,,Chak No-119 /15-L,222020510,988,0,988,,,,
"",,,Chak No-119 /15-L,222020515,988,0,988,,,,
"",74,"Govt Girls High School119 /15-L ( )",Chak No-119 /15-L,222020509,0,796,796,0,2,2,Female
"",,,Chak No-119 /15-L,222020510,0,796,796,,,,
"",,,Chak No-119 /15-L,222020515,0,796,796,,,,
"",75,"Govt Boys High School124 /15-L",124 /15-L Arian Wala,222020511,1062,832,1894,2,2,4,Combined
"",,,124 /15-L Arian Wala,222020512,1062,832,1894,,,,
"",,,124 /15-L Arian Wala,222020516,1062,832,1894,,,,
"",76,"Govt Boys Primary School124 /15-L Dullwan wala",Chak No-124 /15-L,222020513,610,537,1147,1,1,2,Combined
"",77,"Govt Boys Primary School48 /15-L",Chak No-48 /15-L,222020601,540,397,937,1,1,2,Combined
Chak No-48 /15-L,222020602,698,574,1272,,,,,,,
Chak No-48 /15-L,222020603,698,574,1272,,,,,,,
"",79,"Govt Boys Primary School49 /15-L",Chak No-49 /15-L,222020604,546,429,975,1,1,2,Combined
"",80,"Govt Boys Primary School49 /15-L",Chak No-49 /15-L,222020605,585,427,1012,1,1,2,Combined
"",,,Chak No-49 /15-L,222020612,585,427,1012,,,,
"",81,"Govt Girls Middle School50 /15-L",Chak No.50/15-L,222020610,609,515,1124,1,1,2,Combined
"",82,"Govt Girls Middle School50 /15-L",Chak No.50/15-L,222020609,419,365,784,1,1,2,Combined
"",,,Chak No.50/15-L,222020613,419,365,784,,,,
"",83,"Govt Boys High School 95/15-L",Chak No-95 /15-L,222020608,496,401,897,1,1,2,Combined
"",84,"Govt Boys High School 95/15-L",Chak No-95 /15-L,222020606,823,643,1466,2,1,3,Combined
"",,,Chak No-95 /15-L,222020607,823,643,1466,,,,
"",85,"Govt Boys Primary School94 /15-L",Chak No-94 /15-L,222020101,397,311,708,1,1,2,Combined
"",86,"Govt Boys Primary School94 /15-L",Chak No-94 /15-L,222020102,351,281,632,1,1,2,Combined
"",87,"Govt.Boys Primary School93/15-L",Chak No-93 /15-L,222020103,421,329,750,1,1,2,Combined
"",88,"Govt.Boys Primary School93/15-L",Chak No-93 /15-L,222020104,801,578,1379,2,1,3,Combined
"",,,Chak No-93 /15-L,222020105,801,578,1379,,,,
"",,,Chak No-93 /15-L,222020114,801,578,1379,,,,
"",89,"Govt Boys Primary School52 /15-L",Chak No-52 /15-L,222020112,84,61,145,1,1,2,Combined
"",,,Chak No-52 /15-L,222020113,389,289,678,,,,
"",90,"Govt boys Middle School51 /15-L",Chak No.51/15-L,222020106,452,344,796,2,1,3,Combined
"",,,Chak No.51/15-L,222020107,144,87,231,,,,
"",,,Chak No.51/15-L,222020108,140,101,241,,,,
"",91,"Govt Girls Primary School51 /15-L",Chak No-51 /15-L,222020109,155,122,277,1,1,2,Combined
"",,,Chak No.51/15-L,222020110,256,204,460,,,,
"",,,Chak No.51/15-L,222020111,277,224,501,,,,
"",92,"Govt Boys Middle School137/16-L",Chak No-137/16-L,222030301,692,521,1213,2,1,3,Combined
"",93,"Govt Boys Middle School108/15-L",Chak No-108/15-L,222030302,240,178,418,1,1,2,Combined
"",94,"Govt Boys Middle School108/15-L",Chak No-108/15-L,222030303,575,443,1018,1,1,2,Combined
"",95,"Govt Girls High School108/15-L",Chak No-108/15-L,222030306,323,210,533,1,1,2,Combined
"",96,"Govt Girls High School108/15-L",Chak No-108/15-L,222030304,887,693,1580,2,2,4,Combined
"",,,Chak No-108/15-L,222030305,887,693,1580,,,,
"",97,"Govt Girls Primary School107/15-L",Chak No-107/15-L,222030307,343,232,575,2,1,3,Combined
"",,,Chak No-107/15-L,222030308,333,262,595,,,,
